subject,status,mcgill_code,mcgill_title,host_code,host_title,institution,country
CIVE,Equivalent,CIVE319,Transportation Engineering,CVNG3010,Transportation Engineering,University of the West Indies - St. Augustine Campus,Trinidad & Tobago
CIVE,Not Equivalent,CIVE320,Numerical Methods,ENGR20005,Numerical Methods in Engineering,University of Melbourne,Australia
CIVE,Not Equivalent,CIVE320,Numerical Methods,MAST30028,Numerical Methods & Scientific Computing,University of Melbourne,Australia
CIVE,Equivalent,CIVE320,Numerical Methods,ENGR391,Numerical Methods in Engineering,Concordia University,Canada
CIVE,Not Equivalent,CIVE320,Numerical Methods,02689,Advanced Numerical Methods for Differential Equations,Technical University of Denmark,Denmark
CIVE,Not Equivalent,CIVE320,Numerical Methods,ME46002,Numerical Methods for Engineers,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE320,Numerical Methods,2500017,NUMERICAL METHODS,Univ Politècnica de Catalunya,Spain
CIVE,Not Equivalent,CIVE323,Hydrology and Water Resources,CIVE3415,Water Engineering,University of Leeds,"England, UK"
CIVE,Not Equivalent,CIVE323,Hydrology and Water Resources,60582,Water Resources Management,Berlin University of Technology,Germany
CIVE,Not Equivalent,CIVE323,Hydrology and Water Resources,CSE30306,HYDRAULICS AND HYDROLOGY,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE323,Hydrology and Water Resources,2500023,SURFACE AND GROUNDWATER HYDROLOGY I,Univ Politècnica de Catalunya,Spain
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,PMGT3856,Sustainability and Knowledge Management,University of Sydney,Australia
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,PMGT3857,International Project Management,University of Sydney,Australia
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,IN3858,Strategic management of projects: Advanced methods and innovation,University of Chile,Chile
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,42879,Decision Support and Strategic Assessment,Technical University of Denmark,Denmark
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,CIVE2910,Introduction to Project Management,University of Leeds,"England, UK"
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,CSE303,Construction Management,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,MECH4410,Engineering & technology management,The University of Hong Kong (HKU),"Hong Kong, SAR"
CIVE,Equivalent,CIVE324,Sustainable Project Management,CV4011,Project Planning & Management,Nanyang Technological University,Singapore
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,EN4107,Sustainability Management,Nanyang Technological University,Singapore
CIVE,Equivalent,CIVE324,Sustainable Project Management,PF3207,Project Management Law,National University of Singapore,Singapore
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,2500028,ENGINEERING PROJECTS,Univ Politècnica de Catalunya,Spain
CIVE,Not Equivalent,CIVE324,Sustainable Project Management,ENG430,Risk management,École Polytechnique Fédérale de Lausanne,Switzerland
CIVE,Equivalent,CIVE327,Fluid Mechanics and Hydraulics,ENGR30002,Fluid Mechanics,University of Melbourne,Australia
CIVE,Equivalent,CIVE327,Fluid Mechanics and Hydraulics,CIVL3612,Fluid Mechanics,University of Sydney,Australia
CIVE,Equivalent,CIVE327,Fluid Mechanics and Hydraulics,41312,Basic fluid mechanics,Technical University of Denmark,Denmark
CIVE,Not Equivalent,CIVE327,Fluid Mechanics and Hydraulics,0000000395,Computational Fluid Dynamicsl,Munich University of Technology,Germany
CIVE,Not Equivalent,CIVE327,Fluid Mechanics and Hydraulics,0000001883,Fluid Mechanics II (LRG0071),Munich University of Technology,Germany
CIVE,Not Equivalent,CIVE327,Fluid Mechanics and Hydraulics,CIVIL202,Fluid Mechanics and Pipe Flow,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Not Equivalent,CIVE327,Fluid Mechanics and Hydraulics,2500015,HYDRAULICS,Univ Politècnica de Catalunya,Spain
CIVE,Not Equivalent,CIVE3XX,Civil Engineering 3XX,CIVILENG3004,Hydrology and Flood Management,The University of Adelaide,Australia
CIVE,Equivalent,CIVE416,Geotechnical Engineering,12422,Advanced Geotechnical Engineering,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE416,Geotechnical Engineering,CV3013,Foundation Engineering,Nanyang Technological University,Singapore
CIVE,Equivalent,CIVE416,Geotechnical Engineering,CIVIL306,Ouvrages géotechniques,École Polytechnique Fédérale de Lausanne,Switzerland
CIVE,Not Equivalent,CIVE418,Design Project,ABPL30044,Industry Partner project Studio,University of Melbourne,Australia
CIVE,Not Equivalent,CIVE430,Water Treatment and Pollution Control,31028,Water Treatment,Berlin University of Technology,Germany
CIVE,Equivalent,CIVE430,Water Treatment and Pollution Control,CSE49461,WATER AND WASTEWATER TREATMENT TECHNIQUES,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Not Equivalent,CIVE430,Water Treatment and Pollution Control,ENVENG,Water and Wastewater Engineering,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Not Equivalent,CIVE430,Water Treatment and Pollution Control,EN2003,Water Supply Engineering,Nanyang Technological University,Singapore
CIVE,Equivalent,CIVE440,Traffic Engineering and Simulation,CSE562,TRAFFIC ENGINEERING AND CONTROL,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Not Equivalent,CIVE446,Construction Engineering,CSE504,CONSTRUCTION MANAGEMENT AND LAW,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE446,Construction Engineering,CIVL3103,Construction Project Management,The University of Hong Kong (HKU),"Hong Kong, SAR"
CIVE,Equivalent,CIVE460,Matrix Structural Analysis,CIVL3235,Structural Analysis,University of Sydney,Australia
CIVE,Not Equivalent,CIVE460,Matrix Structural Analysis,41561,Structural Optimization,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE460,Matrix Structural Analysis,CIVIL719,Matrix Structural Analysis,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Not Equivalent,CIVE460,Matrix Structural Analysis,CV4101,Structural Analysis III,Nanyang Technological University,Singapore
CIVE,Not Equivalent,CIVE462,Design of Steel Structures,ABPL90293,Steel and Composite Construction Systems,University of Melbourne,Australia
CIVE,Not Equivalent,CIVE462,Design of Steel Structures,CVEN90035,Steel-Composites in Modern Construction,University of Melbourne,Australia
CIVE,Not Equivalent,CIVE462,Design of Steel Structures,CIVL3206,Steel Structures 1,University of Sydney,Australia
CIVE,Not Equivalent,CIVE462,Design of Steel Structures,41964,Advanced Steel Structures,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE462,Design of Steel Structures,CSE30311,Design of Steel Structures,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE462,Design of Steel Structures,CIVIL235,Structures en métal,École Polytechnique Fédérale de Lausanne,Switzerland
CIVE,Not Equivalent,CIVE463,Design of Concrete Structures,ABPL20053,Construction of Concrete Buildings,University of Melbourne,Australia
CIVE,Not Equivalent,CIVE463,Design of Concrete Structures,ABPL90435,Concrete Construction Systems,University of Melbourne,Australia
CIVE,Not Equivalent,CIVE463,Design of Concrete Structures,CIVL3205,Concrete Structures I,University of Sydney,Australia
CIVE,Not Equivalent,CIVE463,Design of Concrete Structures,41956,Concrete Structures,Technical University of Denmark,Denmark
CIVE,Not Equivalent,CIVE463,Design of Concrete Structures,CSE30310,Design of Concrete Structures,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Not Equivalent,CIVE463,Design of Concrete Structures,STRCTENG303,Concrete Structures Design,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Equivalent,CIVE507,Wind Engineering,CSE531,Wind Engineering,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Not Equivalent,CIVE512,Advanced Civil Engineering Materials,12603,Materials Science for Civil Engineers,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE527,Renovation and Preservation: Infrastructure,CIVIL511,engineering of existing structures,École Polytechnique Fédérale de Lausanne,Switzerland
CIVE,Equivalent,CIVE528,Design of Wood Structures,41950,Timber structures,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE528,Design of Wood Structures,41959,Large Timber Structures,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE528,Design of Wood Structures,41965,Wood Structures,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE528,Design of Wood Structures,41971,Advanced Timber Structures,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE528,Design of Wood Structures,60528,Ingenieurholzbau,Berlin University of Technology,Germany
CIVE,Equivalent,CIVE528,Design of Wood Structures,CIVIL331,Dimensionnement des constructions en bois,École Polytechnique Fédérale de Lausanne,Switzerland
CIVE,Equivalent,CIVE540,Urban Transportation Planning,CVEN90063,Transport System Modelling,University of Melbourne,Australia
CIVE,Not Equivalent,CIVE540,Urban Transportation Planning,CIVL3705,Transport Design,University of Sydney,Australia
CIVE,Equivalent,CIVE540,Urban Transportation Planning,CSE516,Urban Transport Planning - Theory and Practice,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE540,Urban Transportation Planning,CIVIL762,Transportation Planning,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Not Equivalent,CIVE540,Urban Transportation Planning,ENG3086,Transport Engineering 3: Urban Streets and Highways,The University of Glasgow,"Scotland, UK"
CIVE,Not Equivalent,CIVE542,Transportation Network Analysis,CIVL2700,Transport Systems,University of Sydney,Australia
CIVE,Equivalent,CIVE542,Transportation Network Analysis,CIVIL477,Transportation network modeling & analysis,École Polytechnique Fédérale de Lausanne,Switzerland
CIVE,Not Equivalent,CIVE545,Life Cycle Assessment and the Circular Economy,EN4003,Environmental System Analysis,Nanyang Technological University,Singapore
CIVE,Not Equivalent,CIVE561,Greenhouse Gas Emissions,CSE29331,AIR AND NOISE POLLUTION STUDIES,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Not Equivalent,CIVE584,Mechanics of Groundwater Flow,CSE584,ADVANCED SOIL MECHANICS,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CVEN90017,EARTHQUAKE RESISTANT DESIGN OF BUILDINGS,University of Melbourne,Australia
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CVEN90024,HIGH RISE STRUCTURES,University of Melbourne,Australia
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CVEN90026,EXTREME LOADING OF STRUCTURES,University of Melbourne,Australia
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,ENV867,Conception en génie de l'environnement,École de Technologie Supérieure (ETS),Canada
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,12109,Physico-Chemical Water Treatment Technologies,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,12115,Wastewater Treatment and Valorization,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,12552,Geotechnical engineering and civil engineering structures,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,12616,Construction Materials and the Green Transition,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,41237,Dynamics of structures: theory and analysis,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,41462,Building Performance Simulation,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,41463,High performance buildings,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,41525,Finite Element Methods,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,41967,Seismic and Wind Engineering,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,41968,Bridge Structures,Technical University of Denmark,Denmark
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CSE578,Soil and Behaviour and Geotechnical Engineering,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CSE585,COASTAL PROCESSES AND ENGINEERING UNDER CLIMATE CHANGE,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CSE586,LOW-CARBON CONSTRUCTION MATERIALS,The Hong Kong Polytechnic University,"Hong Kong, SAR"
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CIVIL720,Earthquake Engineering,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CIVIL733,Coastal Engineering Dynamics,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CIVIL750,Timber Engineering,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CIVIL763,Smart Infrastructure Analytics,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,ENVENG701,Urban Stormwater Management,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CIVE,Equivalent,CIVE5XX,Civil Engineering 5XX,CV4116,Coastal engineering,Nanyang Technological University,Singapore
CIVE,Not Equivalent,CIVE609,Risk Engineering,CIV8530,Fiabilité des structures et systèmes,Polytechnique Montréal,Canada
CLAS,Equivalent,CLAS1XX,Classics 1XX,CLST150,Warfare in the Ancient World,Queen's University,Canada
CLAS,Equivalent,CLAS201,Greece and Rome,GRST205,Introduction to Greece and Rome,University of Calgary,Canada
CLAS,Equivalent,CLAS201,Greece and Rome,CLA160H1,Introduction to Classical Studies,University of Toronto,Canada
CLAS,Not Equivalent,CLAS201,Greece and Rome,CLU22202,Culture and Ideology in the Ancient World,The University of Dublin (Trinity College),Ireland
CLAS,Equivalent,CLAS203,Greek Mythology,ANCW20015,Classical Mythology,University of Melbourne,Australia
CLAS,Equivalent,CLAS203,Greek Mythology,ARTS2542,"Gods, Heroines and Heroes in Greek Myth",University of New South Wales (UNSW),Australia
CLAS,Equivalent,CLAS203,Greek Mythology,ANHS1602,Greek and Roman Myth,University of Sydney,Australia
CLAS,Equivalent,CLAS203,Greek Mythology,CLASS102,Greek and Roman Mythology,University of Alberta,Canada
CLAS,Equivalent,CLAS203,Greek Mythology,CLAS2000,Classical Mythology,University of Guelph,Canada
CLAS,Equivalent,CLAS203,Greek Mythology,CLA204H1,Introduction to Classical Mythology,University of Toronto,Canada
CLAS,Equivalent,CLAS203,Greek Mythology,CLA204H5,Introduction to Classical Mythology,University of Toronto,Canada
CLAS,Equivalent,CLAS203,Greek Mythology,CLAS104,Classical Mythology,University of Waterloo,Canada
CLAS,Equivalent,CLAS203,Greek Mythology,HUMS2471,Ancient Greek Mythology,Hubei University of Technology,China
CLAS,Equivalent,CLAS203,Greek Mythology,CLAS0001,Greek Myth: Its use and meaning,University College London (UCL) - University of London,"England, UK"
CLAS,Equivalent,CLAS203,Greek Mythology,CC1101,Mythology and the City in Ancient Greece,University of Galway(Post 2022),Ireland
CLAS,Equivalent,CLAS203,Greek Mythology,260,Classical Mythology,John Cabot University,Italy
CLAS,Not Equivalent,CLAS203,Greek Mythology,112222266Y,Classical Mythology,University of Amsterdam,Netherlands
CLAS,Equivalent,CLAS203,Greek Mythology,ANCIENT110,Classical Mythology,The University of Auckland / Te Whare Wananga o Tamaki Makaurau,New Zealand
CLAS,Equivalent,CLAS203,Greek Mythology,CLAS105,Greek Mythology,University of Otago / Te Whare Wananga o Otago,New Zealand
CLAS,Equivalent,CLAS203,Greek Mythology,ANT2800,Classical Mythology,University of Oslo,Norway
CLAS,Not Equivalent,CLAS203,Greek Mythology,HL2040,Adaptations of Greek Mythology,Nanyang Technological University,Singapore
CLAS,Equivalent,CLAS203,Greek Mythology,HUM237,"Méditerranée antique : dieux, héros et monstres",École Polytechnique Fédérale de Lausanne,Switzerland
CLAS,Equivalent,CLAS203,Greek Mythology,01190207,Greek and Roman Mythology,Rutgers University - New Brunswick Campus,USA
CLAS,Equivalent,CLAS210,Introductory Latin 1,LATN1110,Introductory Latin,University of Queensland (UQ),Australia
CLAS,Equivalent,CLAS210,Introductory Latin 1,LAT201,Intermediate Latin I,Bard College,USA
CLAS,Not Equivalent,CLAS212,Introductory Latin 2,LT1150,Elementary Latin II,Rockhurst University,USA
CLAS,Equivalent,CLAS220,Introductory Ancient Greek 1,GREK1110,Introductory Greek,University of Queensland (UQ),Australia
CLAS,Equivalent,CLAS220,Introductory Ancient Greek 1,CLU12313,Elementary Greek I,The University of Dublin (Trinity College),Ireland
CLAS,Equivalent,CLAS220,Introductory Ancient Greek 1,E000003468,Greek 1,Comillas Pontifical University,Spain
CLAS,Not Equivalent,CLAS230D1,Introductory Modern Greek,HUM120,Humanities 120 Understanding Greek life and culture,American College of Thessaloniki,Greece
CLAS,Not Equivalent,CLAS240,Introduction to Classical Archaeology,4AACAH01,Art and Archaeology of Greece and Rome,University of London - King's College London,"England, UK"
CLAS,Not Equivalent,CLAS240,Introduction to Classical Archaeology,CLU33217,Visual and Material Culture in the Ancient World,The University of Dublin (Trinity College),Ireland
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLASS103,INTRO TO ANCIENT GREECE,University of Alberta,Canada
CLAS,Equivalent,CLAS2XX,Classics 2XX,AKA500121,Greek sanctuaries: archaeological perspective,Charles University in Prague,Czech Republic
CLAS,Not Equivalent,CLAS2XX,Classics 2XX,HDCB01152U,DCC Nordic Mythology,University of Copenhagen,Denmark
CLAS,Equivalent,CLAS2XX,Classics 2XX,ARCL0001,Introduction to Roman Archaeology,University College London (UCL) - University of London,"England, UK"
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLAS0136,Greek Comedy,University College London (UCL) - University of London,"England, UK"
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLAS0146,Ancient Emotions in the Modern World,University College London (UCL) - University of London,"England, UK"
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLAS1400,The Roman World: An Introduction,University of Leeds,"England, UK"
CLAS,Equivalent,CLAS2XX,Classics 2XX,UHUM1225,Antiquité grecque et son héritage (L'),Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
CLAS,Equivalent,CLAS2XX,Classics 2XX,N1S2,Introduction au latin (N1S2) TD4,Université Panthéon Sorbonne (Paris I),France
CLAS,Not Equivalent,CLAS2XX,Classics 2XX,CLU11102,Introduction to Roman History,The University of Dublin (Trinity College),Ireland
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLU11106,Introduction to Roman Art and Architecture,The University of Dublin (Trinity College),Ireland
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLU22201,Heroism Identity and Authority,The University of Dublin (Trinity College),Ireland
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLU22203,Gender and Sexuality in the Ancient World,The University of Dublin (Trinity College),Ireland
CLAS,Equivalent,CLAS2XX,Classics 2XX,GRC10200,Classical greece,University College Dublin,Ireland
CLAS,Equivalent,CLAS2XX,Classics 2XX,GRC20220,"Greeks, Romans and Barbarians",University College Dublin,Ireland
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLAS109,"Roman Social History: Slaves, Gladiators, Prostitutes",University of Otago / Te Whare Wananga o Otago,New Zealand
CLAS,Equivalent,CLAS2XX,Classics 2XX,CLGE08001,The Greek World 1A: Greece in the Making,The University of Edinburgh,"Scotland, UK"
CLAS,Not Equivalent,CLAS2XX,Classics 2XX,CLGE080032023,The Roman World 1A: The Rise of Rome,The University of Edinburgh,"Scotland, UK"
CLAS,Equivalent,CLAS310,Intermediate Latin 1,LATI08011,Latin 2A,The University of Edinburgh,"Scotland, UK"
CLAS,Equivalent,CLAS312,Intermediate Latin 2,LAT204,Readings in Latin Literature,Bard College,USA
CLAS,Equivalent,CLAS312,Intermediate Latin 2,301,"Sallust, Cicero, and ""The Catilinarian Conspiracy""",University of Wisconsin - Madison,USA
CLAS,Equivalent,CLAS345,Study Tour: Greece,HGL3170,Voyage d’études (section Attica and the Peloponnese),Universite de Montreal,Canada
CLAS,Equivalent,CLAS350,Special Topics in Classics,CLASSIC1001,"Classical Civilisation 1A: Early Greece, From Troy To Plataea",The University of Glasgow,"Scotland, UK"
CLAS,Not Equivalent,CLAS3XX,Classics 3XX,CHUM25F10,De la crise démocratique à #MeToo : les enjeux contemporains au miroir de l'Antiquité,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
CLAS,Not Equivalent,CLAS3XX,Classics 3XX,UHUM1220,Humanités classiques : Latin et enjeux de la civilisation latine,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
CLAS,Equivalent,CLAS412,Advanced Latin: Themes,539,Tacitus and the Women of Julio-Claudian Rome,University of Wisconsin - Madison,USA
CLAS,Not Equivalent,CLAS610,Readings in Latin Literature,4AACAL1B,Latin Literature: An Introduction,University of London - King's College London,"England, UK"
CLASXXX,Not Equivalent,CLASXXX,Classics XXX,80960182,Comparing Classical Cultures,Tsinghua University,China
CLASXXX,Not Equivalent,CLASXXX,Classics XXX,CLAS20071,The Hellenistic World,University of Bristol,"England, UK"
CMPL,Equivalent,CMPL516,International Development Law,IER4004,Human Rights and Human Development,Maastricht University,Netherlands
CMPL,Not Equivalent,CMPL533,Resolution of International Disputes,JURD7593,International Business Transactions,University of New South Wales (UNSW),Australia
CMPL,Not Equivalent,CMPL543,Law and Practice of International Trade,LAWS10169,WTO Law,The University of Edinburgh,"Scotland, UK"
CMPL,Not Equivalent,CMPL571,International Law of Human Rights,GENL1062,Understanding Human Rights,University of New South Wales (UNSW),Australia
CMPL,Not Equivalent,CMPL575,Discrimination and the Law,KDEC9270,Comparative Discrimination Law,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
CMPL,Not Equivalent,CMPL610,Legal Research Methodology 1,LAW110,Legal Research and Writing,University of Victoria,Canada
CMPLXXX,Not Equivalent,CMPLXXX,Comparative Law XXX,22074716,International Commercial Law,Leiden University,Netherlands
COGS,Equivalent,COGS2XX,Cognitive Science 2XX,INFR08020,Informatics 1- Cognitive Science,The University of Edinburgh,"Scotland, UK"
COGS,Not Equivalent,COGS396,Undergraduate Research Project,HIST1032,Summer Research Project in the Humanities,The University of Glasgow,"Scotland, UK"
COGSXXX,Not Equivalent,COGSXXX,Cognitive Science XXX,1SE41001,Cognitive Development,Hitotsubashi University,Japan
COGSXXX,Not Equivalent,COGSXXX,Cognitive Science XXX,4032COGCO,Cognition and Computation,Leiden University,Netherlands
COGSXXX,Not Equivalent,COGSXXX,Cognitive Science XXX,4032NECO6,Neural Computing,Leiden University,Netherlands
COGSXXX,Not Equivalent,COGSXXX,Cognitive Science XXX,6463COGNEY,Cognitive Neuroscience,Leiden University,Netherlands
COGSXXX,Not Equivalent,COGSXXX,Cognitive Science XXX,6463TADBRY,The Adolescent Brain,Leiden University,Netherlands
COMP,Not Equivalent,COMP189,Computers and Society,EH04,Languages of Innovation: Where AI Meets Creativity,Luiss Guido Carli University,Italy
COMP,Equivalent,COMP189,Computers and Society,T057V,Lab of computer skills,Luiss Guido Carli University,Italy
COMP,Equivalent,COMP189,Computers and Society,820051,THE BIG HISTORY OF IDEAS AND INNOVATION,IE University - Madrid,Spain
COMP,Equivalent,COMP189,Computers and Society,05UG039,AI and Everyday Life,National Taiwan Normal University,Taiwan
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,COMP10003,Media Computation,University of Melbourne,Australia
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,COMP200,Introduction to Computing and Information Systems,Athabasca University,Canada
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,COMP210,Introduction to Information Systems and Computer Applications,Athabasca University,Canada
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,COMP214,Interactive Technologies,Athabasca University,Canada
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,CSE101,Introduction to Algorithms and Computing,Royal Military College of Canada,Canada
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,ARI1033,Logiciels graphiques,Université du Québec en Outaouais (UQO),Canada
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,INM6000,Informatique et société,Université du Québec à Montréal (UQAM),Canada
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,TCH017,Architecture des ordinateurs,École de Technologie Supérieure (ETS),Canada
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,SM2231,3D ANIMATION I - BASIC,City University of Hong Kong,"Hong Kong, SAR"
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,AOKOM02T1,Computer Science,University Medical School of Debrecen,Hungary
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,30673,QUANTITATIVE METHODS FOR SOCIAL SCIENCES (MODULE II - DATA ANALYTICS),Luigi Bocconi University,Italy
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,1SE40801,Data analysis and presentation,Hitotsubashi University,Japan
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,40497,BASIC OF COMPUTER,Keio University,Japan
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,T081001,Basics of Informatics and AI-E2,Kyoto University,Japan
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,08C321688,Research Methods for International Relations,The University of Tokyo,Japan
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,COMPSCI1016,Introduction to computational thinking,The University of Glasgow,"Scotland, UK"
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,DM5001,Web Design,Nanyang Technological University,Singapore
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,BT1101,Introduction to Business Analytics,National University of Singapore,Singapore
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,780062,FROM DATA TO DECISION MAKING IN MARKETING,IE University - Madrid,Spain
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,09722,AI Technology,University of Navarra,Spain
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,03SM22BIS018,Best Practices and Guidelines for Visualization,University of Zurich,Switzerland
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,HUM412,Ethics of Engineering I,École Polytechnique Fédérale de Lausanne,Switzerland
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,CMSC117,Computing: Graphics and Games,Bard College,USA
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,COP2210,Programming 1,Florida International University,USA
COMP,Equivalent,COMP1XX,Computer Science (Sci) 1XX,CSCI19A,Object Orientated Programming in Java,Las Positas College,USA
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,CSIS110,INTRODUCTION TO COMPUTER SCIENCE MULTIMEDIA PYTHON PROGRAMMING,Siena College,USA
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,CSIS120,Software Development,Siena College,USA
COMP,Not Equivalent,COMP1XX,Computer Science (Sci) 1XX,CSIT123,Computing Infrastructure Basics,Trine University,USA
COMP,Equivalent,COMP202,Foundations of Programming,COMP10001,Foundations of Computing,University of Melbourne,Australia
COMP,Equivalent,COMP202,Foundations of Programming,COMP90059,Introduction to Programming,University of Melbourne,Australia
COMP,Equivalent,COMP202,Foundations of Programming,CSSE1001,Introduction to Software Engineering,University of Queensland (UQ),Australia
COMP,Equivalent,COMP202,Foundations of Programming,F0BR0A,Programming for Humanities,Catholic University of Leuven,Belgium
COMP,Equivalent,COMP202,Foundations of Programming,INF1007,Introduction à la programmation,Polytechnique Montréal,Canada
