subject,status,mcgill_code,mcgill_title,host_code,host_title,institution,country
POLI,Equivalent,POLI324,Comparative Politics of Africa,POLI395,AFRICAN POLITICS,Korea University,South Korea
POLI,Equivalent,POLI324,Comparative Politics of Africa,J2P23,Politics of Contemporary Africa,University of Geneva,Switzerland
POLI,Equivalent,POLI324,Developing Areas/Africa,J2P234,Politics of Contemporary Africa,University of Geneva,Switzerland
POLI,Equivalent,POLI325,U.S. Politics,POLS3127,U.S. Politics,The Australian National University (ANU),Australia
POLI,Equivalent,POLI325,Government & Politics: U.S,POLS30030,American Politics,University of Melbourne,Australia
POLI,Equivalent,POLI325,U.S. Politics,BKULS0K55A,American Government and Politics,Catholic University of Leuven,Belgium
POLI,Equivalent,POLI325,U.S. Politics,POLS230,American Elections,Queen's University,Canada
POLI,Equivalent,POLI325,U.S. Politics,POLS0076,American Government,University College London (UCL) - University of London,"England, UK"
POLI,Equivalent,POLI325,U.S. Politics,SGIA2381,"Democracy, Conflict and American Politics",University of Durham,"England, UK"
POLI,Equivalent,POLI325,U.S. Politics,PO207,Politics of the USA,University of Warwick,"England, UK"
POLI,Equivalent,POLI325,U.S. Politics,POLI3044,UNITED STATES POLITICS,The University of Hong Kong (HKU),"Hong Kong, SAR"
POLI,Equivalent,POLI325,U.S. Politics,POU33041,POLITICAL INSTITUTIONS OF THE UNITED STATES,The University of Dublin (Trinity College),Ireland
POLI,Equivalent,POLI325,U.S. Politics,LAX064P05,American Politics I,University of Groningen,Netherlands
POLI,Equivalent,POLI325,U.S. Politics,13279,Regional Studies EEUU,Comillas Pontifical University,Spain
POLI,Equivalent,POLI325,U.S. Politics,E000010716,Regional Studies: United States,Comillas Pontifical University,Spain
POLI,Equivalent,POLI325,U.S. Politics,06SE615006A,American Politics,University of Zurich,Switzerland
POLI,Equivalent,POLI325,U.S. Politics,POLS34201,AMERICAN GOVERNMENT,Bogazici (Bosphorus) University,Turkey
POLI,Equivalent,POLI325,U.S. Politics,POS2041,American National Government,Lake-Sumter State College,USA
POLI,Equivalent,POLI325,U.S. Politics,POL241,American Political System,Miami University,USA
POLI,Equivalent,POLI325,U.S. Politics,POS2041,U.S. Federal Government,Seminole State College of Florida,USA
POLI,Equivalent,POLI325,U.S. Politics,POLSCI40,American Politics,University of California - Los Angeles,USA
POLI,Equivalent,POLI325,U.S. Politics,POLI001,American Government,West Valley College,USA
POLI,Equivalent,POLI328,Comparing European Democracies,JPM451,Czech Parliament in Central European Perspective,Charles University in Prague,Czech Republic
POLI,Equivalent,POLI328,Comparing European Democracies,5182KP73,Politics: Europe,Leiden University,Netherlands
POLI,Equivalent,POLI329,Russian Politics,4556,Russian and Eastern European Politics,University of Torcuato di Tella,Argentina
POLI,Equivalent,POLI329,Russian Politics,DAFF25A29,Contemporary Russia's Domestic Politics and Foreign Policy,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI329,Russian Politics,POL20270,Post-Soviet Politics,University College Dublin,Ireland
POLI,Equivalent,POLI329,Russian and Soviet Politics,PLIT10048,Contemporary Russian Politics,The University of Edinburgh,"Scotland, UK"
POLI,Not Equivalent,POLI330,Law and Courts in Europe,0840412,"LC Crime, Justice and Society",The University of Birmingham,"England, UK"
POLI,Equivalent,POLI330,Law and Courts in Europe,POU33132,The European Court of Justice and Other Famous Courts,The University of Dublin (Trinity College),Ireland
POLI,Equivalent,POLI330,Law and Courts in Europe,AN5,Public Law,Luiss Guido Carli University,Italy
POLI,Equivalent,POLI330,Law and Courts in Europe,T007,European Union Law,Luiss Guido Carli University,Italy
POLI,Not Equivalent,POLI330,Law and Courts in Europe,71880,"Crime, Punishment and Society",University of Bologna,Italy
POLI,Equivalent,POLI330,Law and Courts in Europe,96894,CRISES - CRITICAL RISKS FOR INTEGRATION AND SOLIDARITY IN THE EUROPEAN SPACE,University of Bologna,Italy
POLI,Equivalent,POLI330,Law and Courts in Europe,RRII08966,European Union Law (IR),University of Navarra,Spain
POLI,Equivalent,POLI333,Western Political Theory 1,POLI306,Classical Political Thought,Concordia University,Canada
POLI,Equivalent,POLI338,Topics in Comparative Politics 1,6442DCAY,Comparative Analysis of Political Systems,Leiden University,Netherlands
POLI,Equivalent,POLI340,Comparative Politics of the Middle East,4565,Middle Eastern Politics & Israel,University of Torcuato di Tella,Argentina
POLI,Equivalent,POLI340,Developing Areas/Middle East,ISLM30018,Diplomacy: Middle East and South Asia,University of Melbourne,Australia
POLI,Equivalent,POLI340,Comparative Politics of the Middle East,17651,State-building and Political Thought in the Middle East (1923-2023),Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI340,Comparative Politics of the Middle East,BECO1590A,DAFF 25A39 - The Arab Spring & Beyond: Uprisings and Counter-Revolutions in the Middle East and North Africa,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI340,Comparative Politics of the Middle East,CDRO25F44,ACTUALITÉ JURIDIQUE ET POLITIQUE DES PAYS DU MONDE ARABE,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI340,Developing Areas/Middle East,63528,States and societies in the Middle East,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI340,Developing Areas/Middle East,30534,"Islam, Politics and the Middle East",Luigi Bocconi University,Italy
POLI,Not Equivalent,POLI340,Comparative Politics of the Middle East,C0029,Storia e istituzioni dei paesi del mondo oriente,University of Bologna,Italy
POLI,Equivalent,POLI340,Comparative Politics of the Middle East,2100,History of the Modern MENA (Middle East and North Africa) Region,University of Warsaw,Poland
POLI,Equivalent,POLI340,Developing Areas/Middle East,0000013277,Politics and Society in the Middle East,Comillas Pontifical University,Spain
POLI,Equivalent,POLI340,Comparative Politics of the Middle East,06SE615006B,The Politics of the Middle East,University of Zurich,Switzerland
POLI,Equivalent,POLI340,Developing Areas/Middle East,POLS317,Politics and Society in the Middle East,Bogazici (Bosphorus) University,Turkey
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,BMET23A16,Understanding Foreign Policy Decision Making (US Policy in the Middle East),Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,CAFF25F40,GEOPOLITIQUE DU MOYEN-ORIENT AU PRISME DES RELATIONS SUNNITES-CHIITES,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,DAFF25A13,International Community and the Troubled Middle East,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,DAFF25A46,The Contemporary Middle East: Patterns of Change and Continuity (1990-2025),Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,DAFF25A67,FRANCE'S FOREIGN POLICY IN THE MIDDLE EAST FROM 1995 TO THE PRESENT,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,DDRO25A80,"War, Peace and Law in the Middle East",Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,L2010625,Conflits internationaux,Université Panthéon Sorbonne (Paris I),France
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,77690,History and international relations of the Middle East,University of Bologna,Italy
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,J2H349,Le Moyen Orient dans les Relations Internationales,University of Geneva,Switzerland
POLI,Equivalent,POLI341,Foreign Policy: The Middle East,POLS345,Middle East in World Politics,Bogazici (Bosphorus) University,Turkey
POLI,Equivalent,POLI342,Canadian Foreign Policy,POLI363,Canadian Foreign Policy,University of British Columbia (UBC) - All Campuses,Canada
POLI,Equivalent,POLI345,International Organizations,POLS2211,International Organizations and Political Cooperation,University of Queensland (UQ),Australia
POLI,Equivalent,POLI345,International Organizations,GOVT3046,Introduction to International Organizations,University of the West Indies - Cave Hill Campus,Barbados
POLI,Equivalent,POLI345,International Organizations,ICP0316,ORGANIZACIONES INTERNACIONALES,Catholic University of Chile,Chile
POLI,Equivalent,POLI345,International Organizations,SGIA2261,International Organisations,University of Durham,"England, UK"
POLI,Equivalent,POLI345,International Organizations,DDRO25A85,Multilateralism in Crisis,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI345,International Organizations,SPG12V57,International relations and the challenge of multilateralism,University of Strasbourg,France
POLI,Equivalent,POLI345,International Organizations,PIA3113,Issues in Contemporary World Politics,City University of Hong Kong,"Hong Kong, SAR"
POLI,Equivalent,POLI345,International Organizations,POL36240,Diplomacy & Int. Organisation,University College Dublin,Ireland
POLI,Equivalent,POLI345,International Organizations,1JD25201,International Organizations,Hitotsubashi University,Japan
POLI,Equivalent,POLI345,International Organizations,IRS217,INTERNATIONAL ORGANIZATION: THEORY AND PRACTICE,Sophia University,Japan
POLI,Equivalent,POLI345,International Organizations,LYX028P05,International Organization 1,University of Groningen,Netherlands
POLI,Equivalent,POLI345,International Organizations,2104UPIRD4INOR,International Organizations,University of Warsaw,Poland
POLI,Equivalent,POLI345,International Organizations,PS3251,International and Regional Organisations,National University of Singapore,Singapore
POLI,Equivalent,POLI345,International Organizations,DISS223,INT'L ORGANIZATIONS,Korea University,South Korea
POLI,Equivalent,POLI345,International Organizations,101095,International Organisations,Autonomous University of Barcelona,Spain
POLI,Equivalent,POLI345,International Organizations,0000004029,International Organizations,Comillas Pontifical University,Spain
POLI,Equivalent,POLI345,International Organizations,INT301,International organizations,Comillas Pontifical University,Spain
POLI,Equivalent,POLI345,International Organizations,UGRA016254,The influence of International Economic Organizations in the New Order,Escuela Sup Admin Dir Empresas,Spain
POLI,Equivalent,POLI345,International Organizations,NONE,GLOBAL GOVERNANCE AND INTERNATIONAL INSTITUTIONS,IE University - Madrid,Spain
POLI,Equivalent,POLI345,International Organizations,362555,International Organizations,University of Barcelona,Spain
POLI,Equivalent,POLI345,International Organizations,RRII05964,International Organizations,University of Navarra,Spain
POLI,Equivalent,POLI345,International Organizations,IP2055,Global Governance,"City St George’s, University of London",United Kingdom
POLI,Equivalent,POLI346,American Foreign Policy,POL326H1,The Politics of U.S. Foreign Policy,University of Toronto,Canada
POLI,Equivalent,POLI346,American Foreign Policy,CPOL2224B,U.S. Foreign Policy,University of the Andes,Colombia
POLI,Equivalent,POLI346,American Foreign Policy,POLS0092,America in the World,University College London (UCL) - University of London,"England, UK"
POLI,Equivalent,POLI346,American Foreign Policy,PIED3402,American Foreign Policy,University of Leeds,"England, UK"
POLI,Equivalent,POLI346,American Foreign Policy,PO379,US Foreign Policy,University of Warwick,"England, UK"
POLI,Equivalent,POLI346,American Foreign Policy,DAFF25A32,"US FOREIGN POLICY IN A FRAGMENTED WORLD: HISTORICAL, IDEOLOGICAL AND GEOPOLITICAL PERSPECTIVES",Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI346,American Foreign Policy,DAFF25A57,The Making of U.S. Foreign Policy: Actors and Logics US Foreign policy,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI346,American Foreign Policy,PIA3130,U.S. Politics and Foreign Policy,City University of Hong Kong,"Hong Kong, SAR"
POLI,Equivalent,POLI346,American Foreign Policy,B5583,HISTORY OF US FOREIGN POLICY SINCE 1945,University of Bologna,Italy
POLI,Equivalent,POLI346,American Foreign Policy,PGDP11618,U.S Grand Strategy and Foreign Policy,The University of Edinburgh,"Scotland, UK"
POLI,Equivalent,POLI346,American Foreign Policy,PGSP11618,U.S. Grand Strategy and Foreign Policy,The University of Edinburgh,"Scotland, UK"
POLI,Not Equivalent,POLI346,American Foreign Policy,HA2004,American Foreign Policy,Nanyang Technological University,Singapore
POLI,Equivalent,POLI346,American Foreign Policy,DISS242,CONTEMPORARY NORTH AMERICA,Korea University,South Korea
POLI,Equivalent,POLI346,American Foreign Policy,0000013279,Regional Studies: United States,Comillas Pontifical University,Spain
POLI,Equivalent,POLI346,American Foreign Policy,GOVT344,U.S. Foreign Policy,The George Washington University,USA
POLI,Equivalent,POLI347,"Arab-Israel Conflict, Crisis, Peace",27327,The Diplomacy of the Arab-Israeli Conflict,The University of Birmingham,"England, UK"
POLI,Equivalent,POLI347,"Arab-Israel Conflict, Crisis, Peace",CSPO23F03,LA QUESTION ISRAÉLO-PALESTINIENNE : DYNAMIQUES POLITIQUES CONTEMPORAINES,Institut d'Études Politiques (Sciences Po) (ALL CAMPUSES),France
POLI,Equivalent,POLI347,"Arab-Israel Conflict, Crisis, Peace",GLOBAL110,Israel-Palestine & the Wider Middle East,University of California - Berkeley,USA
POLI,Equivalent,POLI348,Gender and Canadian Politics,29303,LI Feminist Political Ideas,The University of Birmingham,"England, UK"
POLI,Equivalent,POLI348,Gender and Canadian Politics,4015PE,Feminist POlitical Thought,amU Aix Marseille Université,France
