code,subject,title,credits,prereq_text,prereq_codes,coreq_text,coreq_codes,restrictions,description
POTH676,POTH,Adaptive Equipment and Driving,3,POTH 675 or permission of instructor,POTH675,,,"The course is restricted to Occupational Therapists who have successfully completed POTH 675, or permission of instructor. It is available in both French and English and includes a 4-day intensive workshop. Note that a fee of $627.27 is associated with the requirement of the on-site training at a local institution or a rehabilitation center for the practicum portion of the program. Note that a fee of $189.59 is charged to support the cost of the preparation of on-line documents for this course",
POTH677,POTH,Retraining Driving Skills,3,POTH 675 or permission of instructor,POTH675,,,"This course is restricted to Occupational Therapists who have successfully completed POTH 675 Driving Assessment Practicum, or permission of instructor. It is available in both French and English and includes a 2-day intensive workshop. Note that a fee of $313.64 is associated with the requirement of the on-site training at a local institution or a rehabilitation center for the practicum portion of the program. Note that a fee of $189.59 is charged to support the cost of the preparation of on-line documents for this course",
POTH680,POTH,Knowledge Translation in Rehabilitation,3,,,,,Open to all graduate students in the Faculty of Medicine. Open to clinical staff with permission of instructor,
POTH682,POTH,Promoting Healthy Activity,0,,,,,,
POTH684,POTH,Advanced Practice in Stroke Rehabilitation,3,,,,,Course open to Professional Masters students and Graduate Rehabilitation Science students in the School of Physical and Occupational Therapy,
POTH685,POTH,Perception and Action,3,POTH 455 or equivalent,POTH455,,,,
POTH686,POTH,Public Policy and Knowledge Translation,3,,,,,,
POTH696,POTH,Thesis Research,2,,,,,,
POTH697,POTH,Thesis Research 1,6,,,,,,
POTH697D1,POTH,Thesis Research 1,3,,,,,,
POTH697D2,POTH,Thesis Research 1,3,POTH 697D1 No credit will be given for this course unless both POTH 697D1 and POTH 697D2 are successfully completed in consecutive terms POTH 697D1 and POTH 697D2 together are equivalent to POTH 697,POTH697D1 POTH697,,,,
POTH698,POTH,Thesis Research 2,9,,,,,,
POTH698D1,POTH,Thesis Research 2,4.5,,,,,,
POTH698D2,POTH,Thesis Research 2,4.5,POTH 698D1 No credit will be given for this course unless both POTH 698D1 and POTH 698D2 are successfully completed in consecutive terms POTH 698D1 and POTH 698D2 together are equivalent to POTH 698,POTH698D1 POTH698,,,,
POTH699,POTH,Thesis Research 3,12,,,,,,
POTH699D1,POTH,Thesis Research 3,6,,,,,,
POTH699D2,POTH,Thesis Research 3,6,POTH 699D1 No credit will be given for this course unless both POTH 699D1 and POTH 699D2 are successfully completed in consecutive terms POTH 699D1 and POTH 699D2 together are equivalent to POTH 699,POTH699D1 POTH699,,,,
POTH701,POTH,Ph.D. Comprehensive,0,,,,,,
POTH716,POTH,,15,,,,,,
POTH717,POTH,,15,,,,,,
PPHS501,PPHS,Population Health and Epidemiology,3,,,,,Not open to students who have taken EPIB 501. Course not open to students enrolled in Epidemiology or Public Health programs,
PPHS525,PPHS,Health Care Systems in Comparative Perspective,3,Permission of instructor,,,,Not open to students who have taken EPIB 525. Not open to students who are taking or have taken SOCI 525,
PPHS527,PPHS,Economics for Health Services Research and Policy,3,,,,,"Not open to students who have taken EPIB 527. NOTE: This course is open to graduate students and advanced undergraduates from all departments, with the permission of the instructor. A background in introductory economics is useful, though not required",
PPHS528,PPHS,Economic Evaluation of Health Programs,3,Permission of instructor,,,,Not open to students who have taken EPIB 528. No prior background in economics is required. Open to graduate students and advanced undergraduates from all departments,
PPHS529,PPHS,Global Environmental Health and Burden of Disease,3,,,,,"Not open to students who have taken EPIB 529. 1. Permission of instructor required for undergraduate students. 2.This course is open to graduate students and advanced undergraduates from all departments. 3. Previous coursework in statistics and environmental science is useful, though not required",
PPHS593,PPHS,Special Topics in Population and Public Health 1,3,,,,,,
PPHS602,PPHS,Foundations of Population Health,3,,,,,Not open to students who have taken EPIB 602 or EPIB 614,
PPHS612,PPHS,Principles of Public Health Practice,3,"EPIB 601, EPIB 602 or PPHS 602, and EPIB 607 or permission of instructor",EPIB601 EPIB602 PPHS602 EPIB607,,,Not open to students who have taken EPIB 612,
PPHS613,PPHS,The Practice of Global Health,3,,,,,,
PPHS614,PPHS,Knowledge Translation and Public Health Leadership,3,PPHS 612 or permission of instructor,PPHS612,,,"Not open to students who have taken EPIB 678 when topic was ‘Knowledge Translation, Communications, and Evidence-Informed Public Health Leadership’",
PPHS615,PPHS,Introduction to Infectious Disease Epidemiology,3,EPIB 601 or Permission of Instructor,EPIB601,,,Not open to students who have taken EPIB 615,
PPHS616,PPHS,Principles and Practice of Public Health Surveillance,3,"EPIB 603, EPIB 621, PPHS 612, or equivalent, or permission of the instructor. Students are encouraged to use R statistical software and to bring a laptop to class",EPIB603 EPIB621 PPHS612,,,,
PPHS617,PPHS,Impact Evaluation,3,EPIB 603 and EPIB 621 or permission of the instructors,EPIB603 EPIB621,,,,
PPHS618,PPHS,Program Planning and Evaluation in Public Health,3,,,,,,
PPHS619,PPHS,,1,"EPIB 601, EPIB 607, PPHS 612",EPIB601 EPIB607 PPHS612,,,,
PPHS624,PPHS,Public Health Ethics and Policy,3,,,,,Not open to students who have taken EPIB 624. Students from all disciplinary backgrounds are welcome,
PPHS630,PPHS,MScPH Practicum/Project,12,,,,,Open to students registered in the M.Sc. in Public Health; Non-Thesis,
PPHS681,PPHS,Special Topics in Population and Public Health 2,1,,,,,,
PPHS682,PPHS,Special Topics in Population and Public Health 3,2,,,,,,
PPHS683,PPHS,Special Topics in Population and Public Health 4,3,,,,,,
PPHS684,PPHS,Special Topics in Population and Public Health 5,3,,,,,,
PPHS699,PPHS,MScPH Practicum Requirement,9,"PPHS 602,PPHS 612, PPHS 629",PPHS602 PPHS612 PPHS629,,,Only open to students registered in the MSc. in Public Health; Non-Thesis,
PPOL198,PPOL,Introduction to Canadian Public Policy,3,,,,,"Open only to newly admitted students in U0 or U1, who may take only one first year seminar [FYS]. Students who register for more than one FYS will be obliged to withdraw from all but one of them",
PPOL199,PPOL,,3,,,,,"Open only to newly admitted students in U0 or U1, who may take only one first year seminar [FYS]. Students who register for more than one FYS will be obliged to withdraw from all but one of them",
PPOL400,PPOL,,3,SOCI 211 or SOCI 350 or ECON 257D1 and ECON 257D2 or EDPE 375 or INTD 358; and permission of the instructor,SOCI211 SOCI350 ECON257D1 ECON257D2 EDPE375 INTD358,,,,
PPOL600,PPOL,Applied Evaluation Practice,3,A course on social science research methodology and a course in quantitative or qualitative analytic methods. Permission of the instructor,,,,Not open to students in the Master of Public Policy; Non-Thesis program,
PPOL601,PPOL,Global Macroeconomic Policy,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL602,PPOL,Microeconomics for Public Policy,3,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. Students must be registered in the MPP program or have the permission of the program director and course instructor. Since incoming students are required to have a macroeconomics course, this course concentrates on microeconomic methods",
PPOL603,PPOL,Comparative Democracies,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL604,PPOL,Law and Policy,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL605,PPOL,Analytical Methods for Policy Evaluation,3,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. Students must be registered in the MPP program or have the permission of the program director and course instructor. Since this is the state-of-the-art in policy evaluation, students in a public policy program should be at a minimum trained to read and understand the results of studies",
PPOL606,PPOL,"Experts, Evidence and Public Policy",3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL607,PPOL,Information and Media Literacy,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL608,PPOL,Theory and Practice of Program Evaluation,3,,,,,Only open to students in the Master of Public Policy; Non- Thesis program,
PPOL609,PPOL,Reasoning About Public Policy,3,,,,,Only open to students in the Master of Public Policy; Non- Thesis program,
PPOL610,PPOL,Science and Policy,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL611,PPOL,Canadian Political and Policy Landscape,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL612,PPOL,U.S. Political and Policy Landscape,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL613,PPOL,Global Political and Policy Landscape,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL614,PPOL,Canada-U.S Policy Relationship,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL615,PPOL,Climate Policy,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL616,PPOL,Human Rights and Policymaking,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL617,PPOL,Indigenous Public Policy,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL618,PPOL,Special Topics in Pub Policy 1,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program. Topic varies from semester to semester,
PPOL619,PPOL,Special Topics in Pub Policy 2,3,,,,,Only open to students in the Master of Public Policy; Non-Thesis program. Topic varies from semester to semester,
PPOL620D1,PPOL,Client-Focused Policy Laboratory,4.5,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL620D2,PPOL,Client-Focused Policy Laboratory,4.5,PPOL 620D1 No credit will be given for this course unless both PPOL 620D1 and PPOL 620D2 are successfully completed in consecutive terms,PPOL620D1,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL631,PPOL,Policy Case Study 1,1,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL632,PPOL,Policy Case Study 2,1,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL633,PPOL,Policy Case Study 3,1,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL634,PPOL,Policy Case Study 4,1,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL635,PPOL,Policy Case Study 5,1,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL636,PPOL,Policy Case Study 6,1,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL637,PPOL,Policy Case Study 7,1,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL638,PPOL,Policy Case Study 8,1,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL640,PPOL,Policymaking in a World of Business,2,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the third lecture day",
PPOL641,PPOL,Rhetoric and Communication of Public Policy,2,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the third lecture day",
PPOL642,PPOL,Policy and Globalization,2,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the third lecture day",
PPOL643,PPOL,Ethical Dimensions of Policymaking,2,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the third lecture day",
PPOL644,PPOL,Stakeholder Management,2,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the third lecture day",
PPOL645,PPOL,Partisan Politics and Policy Process,2,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the third lecture day",
PPOL646,PPOL,Budgeting and Fiscal Policy,2,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the third lecture day",
PPOL647,PPOL,Achieving Policy Transparency,2,,,,,"Only open to students in the Master of Public Policy; Non-Thesis program. **Due to the intensive nature of this course, the standard add/drop and withdrawal deadlines do not apply. Add/drop is the second lecture day and withdrawal is the third lecture day",
PPOL648,PPOL,"Race, Inequality, and Public Policy",2,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL649,PPOL,Regulatory Systems,2,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL650,PPOL,Special Topics in Policy Complexity 1,2,,,,,Only open to students in the Master of Public Policy; Non-Thesis program,
PPOL651,PPOL,Special Topics in Policy Complexity 2,2,,,,,Only open to students in the Master of Public Policy; Non-Thesis program. Topic varies from term to term,
